id,smoking
159256,0.6806130197323634
159257,0.21818019647271286
159258,0.3897259388168589
159259,0.017270728158892322
159260,0.6116369455353089
159261,0.9321172404484609
159262,0.49349684389736415
159263,0.06763285742475501
159264,0.15080233070184462
159265,0.0211326591721953
159266,0.3485168554576766
159267,0.19027499117720528
159268,0.00382221037081798
159269,0.1011073859279517
159270,0.021300386836490708
159271,0.6841723421451392
159272,0.8521310005204377
159273,0.7691468882996609
159274,0.05526741605830667
159275,0.2873200608698224
159276,0.3707140509065461
159277,0.9043335980310703
159278,0.5962823631174168
159279,0.8074639345767023
159280,0.04802287042758623
159281,0.8881000154006187
159282,0.8684934821942442
159283,0.721373252808848
159284,0.7139693490420085
159285,0.0037232171755336324
159286,0.6420515392302163
159287,0.01699401927225292
159288,0.16389798971451355
159289,0.699696820637028
159290,0.44636886002224396
159291,0.5582355438313266
159292,0.03681214707075711
159293,0.07057025861376891
159294,0.12547014283544866
159295,0.5157669704526312
159296,0.7102844934098652
159297,0.00846143681560511
159298,0.26545098069894196
159299,0.004012453821183543
159300,0.008275420527391757
159301,0.017893684679793558
159302,0.08135830550807263
159303,0.16881368964325258
159304,0.22974088457497482
159305,0.7475886690228246
159306,0.8004356144090011
159307,0.19051505769064608
159308,0.43676579376293945
159309,0.10567520885497476
159310,0.5618102984104967
159311,0.6835607524012615
159312,0.321176129330566
159313,0.5811451416711104
159314,0.8233956918519793
159315,0.5762866629030207
159316,0.009466250529045045
159317,0.6194833677106657
159318,0.2903154015325567
159319,0.7741115350000685
159320,0.6431639954263181
159321,0.2000515015603281
159322,0.8076855949261981
159323,0.60585615896119
159324,0.3716756958248677
159325,0.48565819473172955
159326,0.7833499599245801
159327,0.6872987668894177
159328,0.5433049516242233
159329,0.37386867078606556
159330,0.011294175285798768
159331,0.7665269193256252
159332,0.008312095521184523
159333,0.004226635240208752
159334,0.35707835053110687
159335,0.09826685375299295
159336,0.5419280519444776
159337,0.8338440510182629
159338,0.4858009842625748
159339,0.9243748159430965
159340,0.4718328147173511
159341,0.8126860079568576
159342,0.7132751790480611
159343,0.38574212547975584
159344,0.4656557965839056
159345,0.011240018123922578
159346,0.5833076611444867
159347,0.7151284137491491
159348,0.7925040198703512
159349,0.005762793509408358
159350,0.014621403642258717
159351,0.6208942274260807
159352,0.6931961445537058
159353,0.24317161689217653
159354,0.012853980435530545
159355,0.8763355072878193
159356,0.8491774675506722
159357,0.8688496195544231
159358,0.3229384150683735
159359,0.724914286824806
159360,0.0427883779633508
159361,0.7646282536790519
159362,0.021520113893061917
159363,0.7594585700062529
159364,0.701492972711345
159365,0.7834760407657433
159366,0.006269957908400736
159367,0.5081735922395535
159368,0.4612469776867565
159369,0.7840272062017628
159370,0.3877329800564313
159371,0.43476981793759284
159372,0.15333743487283213
159373,0.7422964336630672
159374,0.47556016705034504
159375,0.9295821189519249
159376,0.82785509066648
159377,0.0027982160956385787
159378,0.7391011077595553
159379,0.4199608661896021
159380,0.09332315784380814
159381,0.06260282393220191
159382,0.4459720733538048
159383,0.013210071254120007
159384,0.5789535873505081
159385,0.07640255827585403
159386,0.5833264398596831
159387,0.9081797638290956
159388,0.5952118565521893
159389,0.0017582065063535403
159390,0.6804422359493624
159391,0.3083366910669459
159392,0.8012061902058103
159393,0.025736938968513833
159394,0.11035838480061591
159395,0.8739032715602254
159396,0.8705454859599497
159397,0.6960660915847086
159398,0.8688273167678743
159399,0.8369111199134551
159400,0.5804418230339492
159401,0.8188529751782719
159402,0.015325136461140967
159403,0.03417870965501379
159404,0.8708082498224297
159405,0.01061554386995531
159406,0.07778446671791905
159407,0.02527160793163094
159408,0.006990294734332115
159409,0.7654794157627726
159410,0.5506529131278175
159411,0.8080331829047708
159412,0.7086079431234026
159413,0.808084661185804
159414,0.06769504818438923
159415,0.41396478989085594
159416,0.40230329384092645
159417,0.43973401190719424
159418,0.721049947352197
159419,0.0201767680210937
159420,0.7066518944205735
159421,0.5367384736934586
159422,0.20253771032556275
159423,0.00944719373047515
159424,0.022326239521355817
159425,0.6968381524427746
159426,0.045814317952584754
159427,0.05076646225078958
159428,0.0033989228679108894
159429,0.14573064353070092
159430,0.008645006145865386
159431,0.7738542743643239
159432,0.026501541330202848
159433,0.04224363915714427
159434,0.3027981478393261
159435,0.6220496077099376
159436,0.7757408721971912
159437,0.07405839115967776
159438,0.7244136430561003
159439,0.20448482879018537
159440,0.04203572484250499
159441,0.9293051284443854
159442,0.28543207044844804
159443,0.03406886683223034
159444,0.056802166827258214
159445,0.6350750501533831
159446,0.8394183771860053
159447,0.39016008940264224
159448,0.7859624534873162
159449,0.48092208979863976
159450,0.005026113953089225
159451,0.866186022630841
159452,0.5971191694268794
159453,0.01947987751214813
159454,0.46758871968861127
159455,0.8284110243419487
159456,0.006056936256041585
159457,0.3811075723141165
159458,0.5720526101113937
159459,0.6017908520877222
159460,0.13618583638929327
159461,0.6838555637695594
159462,0.09543477382944013
159463,0.013786751359730877
159464,0.45657515565779283
159465,0.2919519318535845
159466,0.037711231176134175
159467,0.776127838789242
159468,0.8768719741328004
159469,0.6562211703255174
159470,0.8581087973717452
159471,0.7377188130788938
159472,0.7637529269646877
159473,0.09891026963212936
159474,0.4201321293862663
159475,0.38931087769258577
159476,0.009007934535133199
159477,0.07424549102811623
159478,0.734063650630383
159479,0.06607756458085212
159480,0.40203955472612957
159481,0.12105625176730925
159482,0.8316096689492529
159483,0.037338598063392126
159484,0.032237724257581105
159485,0.5117755490038967
159486,0.06984850018851499
159487,0.08379065874724001
159488,0.5506237679674734
159489,0.06632951328693283
159490,0.616528078949915
159491,0.8655241849255507
159492,0.1803187621247127
159493,0.7683390060248572
159494,0.01846441692120649
159495,0.002570171594218705
159496,0.7590160239175746
159497,0.5072960878380334
159498,0.33734147556074556
159499,0.6513912727885804
159500,0.12274680647035718
159501,0.6143187123158198
159502,0.8504814956239143
159503,0.03216641987525221
159504,0.615736883114417
159505,0.018839995479301402
159506,0.8185404620209282
159507,0.7125433256143924
159508,0.7911456245372451
159509,0.919821244859792
159510,0.01642618683511777
159511,0.004051725106299706
159512,0.027901553095434378
159513,0.16177409767389467
159514,0.1310656779038175
159515,0.55088304102184
159516,0.68266702905867
159517,0.010783967460839948
159518,0.01119167522285932
159519,0.1072844495898263
159520,0.12138103356590006
159521,0.8992602984905447
159522,0.7948670963826594
159523,0.004271325002726047
159524,0.7194025325813995
159525,0.00878773969854511
159526,0.16358708396324756
159527,0.011343823972901413
159528,0.33771950382631677
159529,0.8367091393375856
159530,0.5412034006685624
159531,0.0825921538506525
159532,0.933519431642064
159533,0.8345573730850142
159534,0.6015100444391669
159535,0.5022321610642382
159536,0.011018914104843682
159537,0.28371264243020544
159538,0.7826545245155553
159539,0.8245272264480183
159540,0.005422935215881891
159541,0.163910999216235
159542,0.3909382864069164
159543,0.006555283761442621
159544,0.56036789954297
159545,0.5692792878373271
159546,0.46222948986606255
159547,0.7195119696435508
159548,0.5878534298452125
159549,0.025242424411997182
159550,0.0061403652300337855
159551,0.6761482697169855
159552,0.7883677305620131
159553,0.48834629233109683
159554,0.12813159559975906
159555,0.9343638539567989
159556,0.9249765225307571
159557,0.8682622933202159
159558,0.1927908166826906
159559,0.7565038114322286
159560,0.027476301482040597
159561,0.9245525265053863
159562,0.9236137618906014
159563,0.17585697722172938
159564,0.035280085864478165
159565,0.05991225298358546
159566,0.29014561227017155
159567,0.8357716822797234
159568,0.7458598405749179
159569,0.010414996792400868
159570,0.7706473900361515
159571,0.12998536982745648
159572,0.4270115906203856
159573,0.024105433291715394
159574,0.8502808371843265
159575,0.016085777408652503
159576,0.1739979478573242
159577,0.7126356348181808
159578,0.35317609861349
159579,0.034941031885847254
159580,0.6565869640207594
