보관소명,위치,상세주소,위도,경도
망원역 1번출구 앞,마포구,서울특별시 마포구 월드컵로 72,37.5556488,126.9106293
망원역 2번출구 앞,마포구,서울특별시 마포구 월드컵로 79,37.55495071,126.9108353
합정역 1번출구 앞,마포구,서울특별시 마포구 양화로 59,37.55062866,126.9149857
합정역 5번출구 앞,마포구,서울특별시 마포구 양화로 48,37.55000687,126.9148254
합정역 7번출구 앞,마포구,서울특별시 마포구 독막로 4,37.54864502,126.9128265
신한은행 서교동지점,마포구,서울특별시 마포구 월드컵북로 35,37.55751038,126.9185028
서교동 사거리,마포구,서울특별시 마포구 양화로 93,37.55274582,126.9186173
제일빌딩 앞,마포구,서울특별시 마포구 어울마당로 26,37.54769135,126.9199829
상수역 2번출구 앞,마포구,서울특별시 마포구 와우산로 40,37.54787064,126.9235306
극동방송국 앞,마포구,서울특별시 마포구 와우산로 56,37.54920197,126.9232025
홍대입구역 2번출구 앞,마포구,서울특별시 마포구 양화로 165,37.5574379,126.9238205
홍대입구역 8번출구 앞,마포구,서울특별시 마포구 양화로18길 3,37.55706024,126.9244232
마스타 빌딩 앞,서대문구,서울특별시 서대문구 연희로 7,37.55893326,126.9271164
일진아이윌아파트 옆,서대문구,서울특별시 서대문구 동교로 290,37.56454086,126.9270706
홍은사거리,서대문구,마포구 서강로1길 30 ,37.59115982,126.94133
광흥창역 2번출구 앞,마포구,서울특별시 마포구 독막로 지하165,37.54773331,126.9317627
서강나루 공원,마포구,서울특별시 마포구 창전로 30,37.54528427,126.9310532
신수동 사거리,마포구,서울특별시 마포구 토정로 211,37.54524231,126.9341126
마포소방서 앞,마포구,서울특별시 마포구 창전로 76,37.54976654,126.9331741
신성기사식당 앞,마포구,서울특별시 마포구 독막로 223-1,37.54745865,126.9383774
문화촌 공원,서대문구,서울특별시 서대문구 홍제동 277-23,37.59432983,126.9473877
서강대 정문 건너편,마포구,서울특별시 마포구 서강로16길 72,37.55113983,126.9369888
서강대 남문 옆,마포구,서울특별시 마포구 백범로 35,37.54948425,126.9389496
서강대 후문 옆,마포구,서울특별시 마포구 대흥로 122,37.55041122,126.9438477
현대벤처빌 앞,마포구,서울특별시 마포구 백범로 10,37.5535202,126.9369507
신촌역(2호선) 1번출구 옆,서대문구,서울특별시 서대문구 연세로 3-5,37.55549622,126.9363403
신촌역(2호선) 6번출구 옆,마포구,서울특별시 마포구 신촌로 106,37.55505371,126.9375687
신촌역(2호선) 7번출구 앞,마포구,서울특별시 마포구 신촌로 94,37.55485916,126.9361572
증산2교,서대문구,서울특별시 서대문구 증가로 264,37.5841713,126.9111023
해담는다리,서대문구,서울특별시 서대문구 불광천길 150,37.58203125,126.9089966
연세로 명물길,서대문구,서울특별시 서대문구 명물길 33,37.55789185,126.9380798
명물길 원형무대 앞,서대문구,서대문구 창천동 31-69,37.5591011,126.9391785
신촌기차역입구 교차로,서대문구,서울특별시 서대문구 연세로2다길 58,37.55681229,126.9431839
신촌동 제1공영주차장 앞,서대문구,서울특별시 서대문구 증가로 264,37.5591774,126.9345245
연세대 정문 건너편,서대문구,서울특별시 서대문구 연세로 42,37.55986404,126.9344177
이화여대 후문,서대문구,서울특별시 서대문구 연세로 50-1,37.560009,126.9407349
연대 대운동장 옆,서대문구,서울특별시 서대문구 연세로 50,37.56238174,126.9326477
아현역 4번출구 앞,마포구,서울특별시 마포구 아현동 329-15,37.55720139,126.9556656
공덕역 2번출구,마포구,서울특별시 마포구 공덕동 257-88,37.54457855,126.9502182
공덕역 8번출구,마포구,서울특별시 마포구 공덕동 438-5,37.5435791,126.9513245
공덕역 5번출구,마포구,서울특별시 마포구 공덕동 237-9,37.54425049,126.9516373
마포역 2번출구 뒤,마포구,서울특별시 마포구 도화동 555-2,37.53993607,126.9458237
마포역 4번출구 뒤,마포구,서울특별시 마포구 도화동 292-29,37.53927231,126.9459152
용강동 주민센터 앞,마포구,서울특별시 마포구 용강동 234-1,37.54234695,126.9430237
서강대역 2번출구 앞,마포구,서울특별시 마포구 노고산동 112-13,37.55295563,126.9343414
성산2교 사거리,마포구,서울특별시 마포구 성산동 54-17,37.56469727,126.9126129
마포구청역,마포구,서울특별시 마포구 망원동 477-23,37.56090927,126.9054947
가좌역1 번출구 뒤,마포구,서울특별시 마포구 성산동123-29,37.56829453,126.9150467
서울서부지방법원 앞,마포구,서울특별시 마포구 공덕동 105-11,37.54933167,126.9549179
애오개역 4번출구 앞,마포구,서울특별시 마포구 아현동 607-1,37.5530014,126.9566879
이대역 4번 출구,서대문구,서울특별시 서대문구 대현동 60-11,37.55695343,126.9463425
북아현동 가구거리,서대문구,서울특별시 서대문구 북아현동 251-78,37.55754852,126.9593811
무악재역1번 출구,서대문구,서울특별시 서대문구 통일로 380-4,37.58224487,126.9506455
봉원고가차도 밑,서대문구,서울특별시 서대문구 대신동 143-1,37.56526947,126.9462433
명지전문대학교 정문 앞,서대문구,서울특별시 서대문구 홍은동 산25-3,37.58369827,126.9249649
북가좌1동 주민센터,서대문구,서울특별시 서대문구 북가좌동 477-1,37.57447815,126.9100494
중앙근린공원,서대문구,서울특별시 서대문구 북가좌동 470-1,37.57513809,126.9139404
가재울 초등학교,서대문구,서울특별시 서대문구 연희동 530,37.57381821,126.9192352
연가초등학교 옆,서대문구,서울특별시 서대문구 북가좌동 70-119,37.57946014,126.9171295
북가좌 삼거리,서대문구,서울특별시 서대문구 북가좌동 400,37.57300186,126.9077988
DMC파크뷰자이아파트 302동 앞,서대문구,서울특별시 서대문구 남가좌동 124,37.57311249,126.9224472
임광빌딩 앞,서대문구,미근동 317-1,37.56472397,126.9672775
서대문역 8번출구 앞,서대문구,서울특별시 서대문구 충정로2가 138,37.56477737,126.9661484
홍연2교옆,서대문구,서울특별시 서대문구 홍은동 387-16,37.57806778,126.9308853
명지대학교 도서관,서대문구,서울특별시 서대문구 거북골로 34,37.58109665,126.9240265
북가좌 초등학교,서대문구,서울특별시 서대문구 거북골로19길 20,37.57767487,126.9098053
증산3교 앞,서대문구,서울특별시 서대문구 북가좌동 352-9,37.57987595,126.9063492
가좌역 4번출구 앞,서대문구,서울특별시 서대문구 남가좌동 293-3 ,37.56912231,126.9147949
충정로역 7번출구 아래,서대문구,서울특별시 서대문구 충정로3가 56-1,37.55996704,126.9624634
망원초록길 입구,마포구,서울특별시 마포구 마포나루길 467,37.55134201,126.9026718
망원2빗물펌프장 앞,마포구,서울특별시?마포구?동교로?8,37.5513649,126.9030609
하늘채코오롱아파트 건너편,마포구,서울특별시 마포구 연남로 30,37.56516647,126.9193955
7번가피자 서교망원점,마포구,서울특별시 마포구 월드컵로 119,37.55894852,126.907753
마포 신수공원 앞,마포구,서울특별시 마포구 현석동 106-32,37.54254532,126.9342957
월드컵공원,마포구,서울특별시 마포구 하늘공원로 108-1,37.56396484,126.8982086
홍은동 정원여중 입구,서대문구,서울특별시 서대문구 연희로37안길 51,37.58638763,126.9351273
서우빌딩,서대문구,서울특별시 서대문구 응암로 66,37.57889175,126.9107361
연서어린이공원,서대문구,서울특별시 서대문구 연희동 519-7,37.57222748,126.9230652
증산교 앞,서대문구,서울특별시 서대문구 불광천길 36,37.57731628,126.9029694
모래내고가차도,서대문구,서울특별시 서대문구 연희동 446-76,37.56765747,126.9178085
연희교차로 인근,서대문구,서울특별시 서대문구 홍제천로 48,37.56612015,126.9258957
충정2교,서대문구,서울특별시 서대문구 충정로3가 155-4,37.5621376,126.9637756
서울 월드컵 경기장,마포구,서울특별시 마포구 성산동 515,37.56684494,126.8964462
국회의원회관,영등포구,서울특별시 영등포구 의사당대로 1,37.52841568,126.9139175
진미파라곤 앞,영등포구,서울특별시 영등포구 국회대로76길 10,37.53123856,126.9213333
국민일보 앞,영등포구,서울특별시 영등포구 여의공원로 101,37.52881622,126.92453
국회의사당역 3번출구 옆,영등포구,서울특별시 영등포구 국회대로 지하758,37.5280571,126.9187012
국회의사당역 5번출구 옆,영등포구,서울특별시 영등포구 의사당대로 8,37.52816391,126.9170227
산업은행 앞,영등포구,서울특별시 영등포구 의사당대로 97,37.52626419,126.9205093
KBS 앞,영등포구,서울특별시 영등포구 여의공원로 13,37.52466583,126.9180222
여의나루역 1번출구 앞,영등포구,서울특별시 영등포구 여의동로 지하343,37.52715683,126.9319
유진투자증권빌딩 앞,영등포구,서울특별시 영등포구 국제금융로 24,37.52461243,126.9278336
여의도역 4번출구 옆,영등포구,서울특별시 영등포구 국회대로68길 7,37.52222824,126.9246368
여의도역 1번출구 옆,영등포구,서울특별시 영등포구 의사당대로 88,37.5213623,126.9234619
KT앞,영등포구,서울특별시 영등포구 여의대로 38,37.52190781,126.9189529
금융감독원 앞,영등포구,서울특별시 영등포구 여의대로 38,37.5230217,126.9208374
여의도고교 앞,영등포구,서울특별시 영등포구 국제금융로7길 37,37.52483749,126.934906
NH농협은행 앞,영등포구,서울특별시 영등포구 국제금융로8길 2,37.52207947,126.9303665
롯데캐슬엠파이어 옆,영등포구,서울특별시 영등포구 의사당대로 127,37.52069473,126.9258347
미성아파트 A동 앞,영등포구,서울특별시 영등포구 의사당대로 110,37.5193634,126.9260483
여의도초교 앞,영등포구,서울특별시 영등포구 여의대방로 439,37.52267456,126.9377899
시범아파트버스정류장 옆,영등포구,서울특별시 영등포구 63로 45,37.51943588,126.9375992
진주아파트상가 앞,영등포구,서울특별시 영등포구 국제금융로 108-6,37.51931381,126.9331665
롯데캐슬 앞,영등포구,서울특별시 영등포구 국제금융로 86,37.5200882,126.9323654
앙카라공원 앞,영등포구,서울특별시 영등포구 의사당대로 지하166,37.51736832,126.9292526
샛강역 1번출구 앞,영등포구,서울특별시 영등포구 의사당대로 지하166,37.51776505,126.9284134
양평2나들목 보행통로 입구,영등포구,서울특별시 영등포구 양화동 17-4,37.54466629,126.8883591
선유도역 3번출구 앞,영등포구,서울특별시 영등포구 양평동4가 202-1,37.53845978,126.8945084
양평1 보행육교 앞,영등포구,서울특별시 영등포구 양평동4가 20-4,37.53587341,126.8921814
영등포구청역 1번출구,영등포구,서울특별시 영등포구 당산로 111-2,37.52463531,126.8962174
남부고용노동지청 남측,영등포구,서울특별시 영등포구 양평동1가 115-2,37.52450562,126.8918228
양평우림 이비즈센타 앞,영등포구,서울특별시 영등포구 양평동3가 14-1,37.52565002,126.8878174
양평1동 YP센터 앞,영등포구,서울특별시 영등포구 양평동3가 60-1,37.52848816,126.8916473
영등포구민체육센터 앞,영등포구,서울특별시 영등포구 신길동 399 ,37.50046158,126.9058456
신길동 우리은행 옆,영등포구,서울특별시 영등포구 신길동 250-4 ,37.50456619,126.9102325
문래동자이아파트 앞,영등포구,서울특별시 영등포구 문래동3가 68-1,37.51615524,126.8946152
보라매 두산위브 건너편,동작구,서울특별시 영등포구 신길동 4490 ,37.49651337,126.9148026
제2구민체육센타 앞,영등포구,서울특별시 영등포구 당산동4가 96-2,37.52638626,126.9027557
유스호스텔 앞,영등포구,서울특별시 영등포구 영등포동7가 58-2,37.5258522,126.9032822
문래역 4번출구 앞,영등포구,서울특별시 영등포구 문래동3가 55-12 ,37.51873779,126.8955765
신길우성1차아파트 앞 공원,영등포구,서울특별시 영등포구 도림동 255-2 ,37.50501633,126.8985367
신길선원가와인아파트 앞,영등포구,서울특별시 영등포구 신길동 215-28 ,37.51093292,126.9102249
이앤씨드림타워 앞,영등포구,서울특별시 영등포구 양평동3가 48-1,37.52708435,126.8913803
영등포삼환아파트 앞,영등포구,서울특별시 영등포구 영등포동8가 82-4 ,37.53007889,126.9057083
삼성생명 당산사옥 앞,영등포구,서울특별시 영등포구 당산동4가 35-24 ,37.52826309,126.8966293
당산역 10번출구 앞,영등포구,서울특별시 영등포구 당산동5가 14-4,37.53368759,126.9021072
초원아파트 앞,영등포구,서울특별시 영등포구 여의도동8-13,37.53105545,126.9242096
여의도중학교 옆,영등포구,서울특별시 영등포구 여의도동 8,37.52434921,126.9361191
대림아파트 사거리,영등포구,서울특별시 영등포구 신길동 249,37.50764084,126.9230804
서울지방병무청 버스정류장,영등포구,서울특별시 영등포구 신길동853,37.50449371,126.9219513
보라매역4번출구,영등포구,서울특별시 영등포구 신길동4884,37.49982834,126.9199448
신풍역 5번출구 인근,영등포구,서울특별시 영등포구 신길동3596,37.5006485,126.9095154
도림신협 앞,영등포구,서울특별시 영등포구 신길동263-76,37.50380325,126.9034195
도림사거리,영등포구,서울특별시 영등포구 신길동373-1,37.50657272,126.9011307
동아에코빌입구,영등포구,서울특별시 영등포구 도림동 159-70,37.50947571,126.8992996
신길역3번출구,영등포구,서울특별시 영등포구 영등포동1가35,37.51769257,126.914299
대방역6번출구,영등포구,서울특별시 영등포구 신길동1368,37.51359177,126.9259338
여의도 마리나선착장 앞,영등포구,서울특별시 영등포구 여의서로 160,37.53365707,126.9121628
영문초등학교 사거리,영등포구,서울특별시 영등포구 문래로 56,37.51992798,126.889183
근로자회관 사거리,영등포구,서울특별시 영등포구 선유로 34,37.51715088,126.8886261
교보생명보험 앞,영등포구,서울특별시 영등포구 영등포로 96,37.52193069,126.8916168
영등포유통상가 사거리,영등포구,서울특별시 영등포구 영등포로 124,37.52113342,126.8965378
영등포청과시장 사거리,영등포구,서울특별시 영등포구 영등포로 177,37.52029419,126.9011917
삼성화재 사옥 옆,영등포구,서울특별시 영등포구 양평로 76,37.53596115,126.8983002
그랜드컨벤션센터 앞,영등포구,서울특별시 영등포구 양평로 58,37.53471756,126.9000015
증권거래소후문교차로,영등포구,서울특별시 영등포구 여의나루로 76,37.52234268,126.9271011
샛강생태공원방문자센터 앞,영등포구,서울특별시 영등포구 여의동로 48,37.51896286,126.9216156
당산육갑문,영등포구,서울특별시 영등포구 당산로52길 3,37.53533936,126.9036789
영등포역지하쇼핑센타 5번출구,영등포구,서울특별시 영등포구 경인로 846,37.51626968,126.9068604
신동아아파트,영등포구,서울특별시 영등포구 선유서로 76,37.52222061,126.885582
SK 영등포주유소,영등포구,서울특별시 영등포구 경인로112길 1,37.51828384,126.9126358
영등포뉴타운지하상가 2번게이트,영등포구,서울특별시 영등포구 영중로 22,37.52011871,126.9051666
쌍용플레티넘오피스텔,영등포구,서울특별시 영등포구 도영로 18,37.50793076,126.8952332
영등포 푸르지오 아파트,영등포구,서울특별시 영등포구 도신로29길 28,37.51322937,126.9044647
양평동6차현대아파트 앞,영등포구,양평동 3가 80-9,37.53210068,126.8944397
신동아아파트 앞,영등포구,가마산로 311 앞 복개천 보도,37.49824142,126.8939819
신한은행 대림동지점,영등포구,시흥대로 617,37.48752975,126.9048767
아크로타워 스퀘어(영등포시장),영등포구,영등포구 영등포동7가 3-2,37.52251816,126.9072189
센트럴 푸르지오 시티 앞,영등포구,문래로 180,37.51821136,126.9022293
대림3동사거리(하나은행),영등포구,가마산로 343,37.49985886,126.8972397
우성아파트 교차로,영등포구,대림로 153 ,37.49457169,126.8997498
영등포전화국사거리 (서강어린이공원),영등포구,영등포동8가 29-1,37.52576828,126.9057388
쌍용예가(구청별관),영등포구,당산로31길 32 서측(구청별관 주변),37.52809906,126.8933868
대림3동사거리,영등포구,가마산로 352 커피베이 앞,37.49980927,126.8980026
당산동 SK V1 빌딩,영등포구,영등포구 당산동4가 89-1,37.5315094,126.8978272
문래동 하이테크 시티,영등포구,영등포구 문래동3가 55-21,37.51385117,126.89888
영일 어린이공원,영등포구,영등포구 영등포동 647-3,37.51012039,126.904068
충북 미래관,영등포구,영등포구 당산동 121-258,37.52917099,126.9075775
영등포공원 분수대 앞,영등포구,영등포구 신길로 275,37.51481247,126.911705
KT플라자 영등포점,영등포구,영등포구 영중로 119,37.52630234,126.9053803
국회3문,영등포구,영등포구 여의동로 330,37.52863693,126.912674
KBS 연구동 건너편,영등포구,영등포구 여의도동 1-877,37.52750778,126.914299
여의도 순복음교회,영등포구,영등포구 여의도동 8,37.53179169,126.9224548
정동사거리,중구,서울특별시 중구 정동길 2-1,37.56805038,126.9692307
경복궁역 7번출구 앞,종로구,서울특별시 종로구 사직로 지하130,37.57579422,126.9714508
경복궁역 4번출구 뒤,종로구,서울특별시 종로구 사직로 지하130,37.57594681,126.9740601
광화문역 1번출구 앞,종로구,서울특별시 종로구 세종대로 지하189,37.57176971,126.9746628
광화문역 7번출구 앞,종로구,서울특별시 종로구 세종대로 지하172,37.57080841,126.9764328
서울역사박물관 앞,종로구,서울특별시 종로구 새문안로 55,37.56999969,126.9710999
광화문 S타워 앞,종로구,서울특별시 종로구 새문안로 82,37.56996918,126.973938
광화문역 6번출구 옆,종로구,서울특별시 종로구 세종대로 지하172,37.56996155,126.9761581
청계광장 옆,중구,서울특별시 중구 세종대로 137,37.56887817,126.9774704
국립현대미술관,종로구,서울특별시 종로구 삼청로 30,37.5797081,126.9808579
종각역 1번출구 앞,종로구,서울특별시 종로구 종로 47,37.57039642,126.9817886
광교사거리 남측,중구,서울특별시 중구 청계천로 30,37.56863403,126.9823151
을지로입구역 4번출구 앞,중구,서울특별시 중구 을지로 55,37.56622314,126.9835892
KEB 하나금융그룹 명동사옥 옆,중구,서울특별시 중구 을지로 66,37.56546402,126.9841385
명동성당 앞,중구,서울특별시 중구 명동길 74,37.56447601,126.986969
신세계백화점 본점 앞,중구,서울특별시 중구 퇴계로 77,37.56143188,126.9806976
안국역 5번출구 앞,종로구,서울특별시 종로구 율곡로 지하62,37.57624054,126.9861603
낙원상가 옆,종로구,서울특별시 종로구 삼일대로 428,37.57335663,126.9874649
탑골공원 앞,종로구,서울특별시 종로구 종로 99,37.57039642,126.9881897
청계2가 사거리 옆,종로구,서울특별시 종로구 청계천로 93,37.56848526,126.9878845
을지로2가 사거리 북측,중구,서울특별시 중구 을지로 79,37.56638336,126.9872055
을지로2가 사거리 남측,중구,중구 을지로2가 149-10 ,37.56599045,126.987793
종로3가역 2번출구 뒤,종로구,서울특별시 종로구 종로 지하129,37.5705986,126.9917908
종로3가역 15번출구 앞,종로구,서울특별시 종로구 종로 지하129,37.57019806,126.9912567
티마크 호텔 앞,중구,서울특별시 중구 충무로 15,37.5614624,126.9931107
창경궁 입구,종로구,서울특별시 종로구 창경궁로 185,37.57897949,126.9964752
세운스퀘어 앞,종로구,서울특별시 종로구 창경궁로 109,37.57095718,126.9971237
종로4가 사거리,종로구,서울특별시 종로구 종로 185,37.57106781,126.9981918
혜화동 로터리,종로구,서울특별시 종로구 창경궁로 271-1,37.58562851,127.000679
혜화역 3번출구 뒤,종로구,서울특별시 종로구 대학로 지하120,37.58156967,127.0017853
대학로 마로니에공원,종로구,서울특별시 종로구 대학로 105,37.57978439,127.002533
예일빌딩(율곡로) 앞,종로구,서울특별시 종로구 율곡로 238,37.57543182,127.004982
성균관대 E하우스 앞,종로구,서울특별시 종로구 율곡로 259,37.57403564,127.0067215
서울보증보험본사 앞,종로구,서울특별시 종로구 김상옥로 29,37.57330704,127.0007095
맥스타일 앞,중구,서울특별시 중구 마장로 3,37.56918335,127.0098801
동대문역사문화공원역 9번출구 앞,중구,서울특별시 중구 장충단로 지하230,37.56533051,127.007843
독립문역 사거리,종로구,서울특별시 종로구 교북동 10-1,37.57202911,126.9607849
사직동주민센터,종로구,서울특별시 종로구 사직로9길 5,37.57633209,126.9685898
청운초교 앞 삼거리,종로구,서울특별시 종로구 청운동 108-22,37.58507919,126.9706192
중앙고입구 삼거리,종로구,서울특별시 종로구 창덕궁길 191,37.58341599,126.9852371
재동초교 앞 삼거리,종로구,서울특별시 종로구 재동 19,37.57938766,126.9849472
포르투갈 대사관 앞,종로구,서울특별시 종로구 창덕궁1길 3,37.57915497,126.9889603
서울사대부속초교 앞,종로구,서울특별시 종로구 연건동 178-3,37.57650757,127.0024567
KT혜화지사 앞,종로구,서울특별시 종로구 대학로 65,37.57714462,127.0020599
성대입구 사거리,종로구,서울특별시 종로구 창경궁로 234,37.58250046,126.9985352
원남동사거리,종로구,서울특별시 종로구 율곡로 169,37.57606125,126.9976807
동묘앞역 1번출구 뒤,종로구,서울특별시 종로구 숭인동 81-39,37.57324219,127.0159073
청계8가 사거리,종로구,서울특별시 종로구 청계천로 407,37.57222366,127.0227051
신설동역 11번출구 뒤,종로구,서울특별시 종로구 숭인동 1311,37.57559204,127.02285
창신역 1번출구 앞,종로구,서울특별시 종로구 지봉로 87,37.57933426,127.0150833
독립문역 3-1번출구,종로구,서울특별시 종로구 무악동 41-7,37.57384872,126.9586945
SK 서린빌딩 앞,종로구,서울특별시 종로구 서린동 93-2,37.5692482,126.9805374
광화문 시민열린마당,종로구,서울특별시 종로구 세종로 76-5,37.57549286,126.9785004
시청역(2호선) 9번출구 뒤,중구,서울특별시 중구 서소문로 지하127,37.56322861,126.9748383
동대입구역 6번출구 뒤,중구,서울특별시 중구 동호로 지하256,37.55887222,127.0055389
약수역 3번출구 뒤,중구,서울특별시 중구 다산로 지하122,37.55429459,127.0112
청구역 2번출구 앞,중구,서울특별시 중구 청구로 지하77,37.5604744,127.0140762
서울역9번출구,중구,서울특별시 중구 세종대로 지하2,37.55599976,126.9733582
CJ제일제당 앞,중구,서울특별시 중구 동호로 330,37.56386566,127.0027466
장충체육관,중구,서울특별시 중구 장충동2가 200-99,37.55853271,127.0069885
약수역 10번출구 앞,중구,서울특별시 중구 신당동 357-1,37.55519867,127.0100479
신당역 12번 출구 뒤,중구,서울특별시 중구 신당동 99,37.5658493,127.0164032
종로학원본원,중구,서울특별시 중구 청파로 456,37.55978012,126.9685059
종각역 5번출구,종로구,서울특별시 종로구 서린동 26-1,37.56983566,126.9826584
훈련원공원주차장 앞,중구,서울특별시 중구 을지로 227,37.56699371,127.0034638
동성중학교 앞,종로구,서울특별시 종로구 혜화동 56,37.58573532,127.0016098
을지로4가역 1번출구,중구,서울특별시 중구 을지로 지하 178,37.5667305,126.9966049
충무로역 1번출구,중구,서울특별시 중구 퇴계로 212,37.56138992,126.9953537
시립미술관,중구,서울특별시 중구 세종대로19길 17,37.56505203,126.9734039
동대문역 8번 출구,종로구,서울특별시 종로구 율곡로 지하 308,37.57014084,127.0093765
경희궁 자이 3단지,종로구,서울특별시 종로구 경교장길 35,37.56748962,126.9659195
경희궁 자이 2단지,종로구,서울특별시 종로구 송월길 99,37.56885529,126.9645615
종묘공영주차장 건너편,종로구,서울특별시 종로구 종로 지하 200,37.57048035,126.9966354
을지로3가역 3번출구,중구,중구 을지로3가 282-8 ,37.56655884,126.9924393
서울역 센트럴 자이아파트,중구,중구 만리동2가 176-1,37.55410767,126.9654083
상암한화오벨리스크 1차 앞,마포구,서울특별시 마포구 구룡길 19,37.58752441,126.8830032
상암월드컵파크 10단지 앞,마포구,서울특별시 마포구 월드컵북로 502-36,37.58618927,126.8816147
상암월드컵파크 9단지 앞,마포구,서울특별시 마포구 월드컵북로 501,37.58285522,126.8798218
부엉이공원 앞,마포구,서울특별시 마포구 가양대로 189,37.58559036,126.8847275
DMC빌 앞,마포구,서울특별시 마포구 월드컵북로60길 13,37.58265686,126.885788
상암월드컵파크 7단지 앞,마포구,서울특별시 마포구 상암산로1길 92,37.58131409,126.8805847
마포구 육아종합지원센터,마포구,서울특별시 마포구 상암산로1길 71,37.58063126,126.8836746
LG CNS앞,마포구,서울특별시 마포구 월드컵북로 424,37.58081055,126.8866501
누리꿈스퀘어 옆,마포구,서울특별시 마포구 월드컵북로 396,37.57939911,126.8891602
상암중학교 옆,마포구,서울특별시 마포구 상암산로1길 26,37.57749557,126.8877716
DMC홍보관,마포구,서울특별시 마포구 월드컵북로 366,37.5779953,126.8914719
DMC산학협력연구센터 앞,마포구,서울특별시 마포구 매봉산로 37,37.57580185,126.8907394
상암월드컵파크 3단지 후문,마포구,서울특별시 마포구 매봉산로 8,37.57147598,126.8896866
상암동주민센터 옆,마포구,서울특별시 마포구 매봉산로2길 16,37.57822037,126.8944702
DMC역 9번출구 앞,마포구,서울특별시 마포구 성암로 지하184,37.57746887,126.8973618
상암월드컵파크 1단지 교차로,마포구,서울특별시 마포구 월드컵북로 502-7,37.57566452,126.8944473
DMC역 2번출구 옆,마포구,서울특별시 은평구 수색로 지하175,37.57506943,126.8999176
월드컵경기장역 3번출구 옆,마포구,서울특별시 마포구 월드컵로 지하240,37.57072067,126.8989792
홈플러스 앞,마포구,서울특별시 마포구 월드컵로 240,37.56842041,126.8994293
서울시 공공자전거 상암센터,마포구,서울특별시 마포구 월드컵북로47길 10,37.56624603,126.8961792
마포구청 앞,마포구,서울특별시 마포구 월드컵로 212,37.56574631,126.9018631
문화비축기지,마포구,서울특별시 마포구 증산로 87,37.56897736,126.8944016
롯데하이마트 (상암월드컵점),마포구,서울특별시 상암동 1715-29,37.57361984,126.8980484
DMC첨단산업센터,마포구,서울특별시 마포구 성암로330,37.58450317,126.8855972
서울신용보증재단,마포구,서울특별시 마포구 마포대로 163,37.54906082,126.9541779
성산시영아파트,마포구,서울특별시 마포구 월드컵북로 260,37.56958389,126.9038162
명보사거리,중구,중구 초동 22-2 ,37.56439972,126.9914322
송도병원,중구,중구 신당동 432-730,37.54988861,127.0073471
KEB하나은행 장충동지점,중구,중구 장충동1가 26-1,37.56217194,127.0062637
청계천 영도교,중구,중구 황학동 2472-1 ,37.5710144,127.0197449
마포중앙도서관,마포구,마포구 성산로 128,37.56333923,126.9082031
을지로입구역 2번출구,중구,중구 을지로1가 118,37.56634521,126.9822922
신당 래미안 버스정류장,중구,중구 신당동 85-730,37.56148911,127.0239334
SK 남산빌딩,중구,중구 남대문로5가 520,37.55686188,126.9756165
이대역 5번출구,마포구,마포구 대흥동 2-1,37.55659103,126.9461899
대흥역 1번출구,마포구,마포구 대흥동 105-4,37.54846954,126.9409256
성산2-1 공영주차장,마포구,마포구 성산동 199-46,37.56472015,126.9067688
마포어린이공원,마포구,마포구 마포동 364-4,37.53552246,126.9439087
하늘공원 입구,마포구,마포구 하늘공원로 108-2,37.57012177,126.8813477
염천교사거리,중구,중구 순화동 212-9,37.55989075,126.9714966
서울역 서부,중구,봉래동 2가 122-11,37.55641556,126.9691925
호암아트홀,중구,봉래동 2가 122-11,37.5621109,126.9707184
대한상공회의소,중구,세종대로 39,37.56015396,126.9741058
상명대입구,종로구,서울특별시 종로구 홍지문길 1,37.60012817,126.9578323
신영동삼거리,종로구,서울특별시 종로구 진흥로 499,37.60399246,126.9619446
일성아파트,종로구,서울특별시 종로구 평창문화로 119,37.60871887,126.9728622
효자동 삼거리,종로구,서울특별시 종로구 효자로13길 45,37.58360291,126.9725494
청와대앞길,종로구,서울특별시 종로구 청와대로 73,37.58351517,126.9796677
동대문 종합시장 버스정류장,종로구, 종로구 종로5가 11-2,37.57123947,127.0044098
종로오가 지하쇼핑센터 14번출구,종로구,종로5가 82-1 ,37.57114029,127.0006714
종로2가 버스정류장 (종각방향),종로구, 종로구 종로 79-1,37.57035828,126.9863815
종로6가역 버스정류장(동대문 방향),종로구,종로구 종로5가 269-3,37.570961,127.0060577
숭인2동 주민센터 입구,종로구, 종로구 숭인동 183-2,37.57447052,127.0198288
종로꽃시장 입구 옆,종로구,종로구 종로6가 94-1,37.57131958,127.0072098
광화문역 5번출구,종로구,종로구 세종로 1-68 ,37.56989288,126.9775696
서울지방경찰청,종로구,종로구 내자동 186-3 ,37.57436371,126.9723663
신영동삼거리(북악터널방향),종로구,종로구 평창문화로 6-4,37.60351181,126.9620667
삼청동 골목,종로구,종로구 팔판길 46,37.58419037,126.9816971
삼청공원 앞,종로구,서울특별시 종로구 삼청동 25-32,37.58760452,126.9835968
롯데호텔,중구,을지로 30,37.56584167,126.9798126
한국은행,중구,남대문로 39,37.5622139,126.9808655
웨스틴 조선호텔,중구,소공로 106,37.56415939,126.9794846
회현역 1번출구,중구,퇴계로 72,37.5592308,126.9801407
회현역 7번출구,중구,회현동 1가 23-1,37.55974579,126.9800034
회현사거리 남측,중구,퇴계로 100,37.56035995,126.9826508
